time_sec,frequency_hz
0.0000,668.9557
0.0143,668.9557
0.0286,661.2720
0.0429,661.2720
0.0571,653.6767
0.0714,653.6767
0.0857,653.6767
0.1000,653.6767
0.1143,661.2720
0.1286,661.2720
0.1429,661.2720
0.1571,661.2720
0.1714,668.9557
0.1857,676.7285
0.2000,676.7285
0.2143,676.7285
0.2286,676.7285
0.2429,676.7285
0.2571,676.7285
0.2714,676.7285
0.2857,676.7285
0.3000,676.7285
0.3143,676.7285
0.3286,676.7285
0.3429,676.7285
0.3571,676.7285
0.3714,676.7285
0.3857,676.7285
0.4000,676.7285
0.4143,676.7285
0.4286,676.7285
0.4429,676.7285
0.4571,676.7285
0.4714,676.7285
0.4857,676.7285
0.5000,676.7285
0.5143,676.7285
0.5286,676.7285
0.5429,676.7285
0.5571,676.7285
0.5714,676.7285
0.5857,676.7285
0.6000,676.7285
0.6143,676.7285
0.6286,676.7285
0.6429,676.7285
0.6571,676.7285
