time_sec,frequency_hz
0.0000,624.1577
0.0143,624.1577
0.0286,631.4101
0.0429,631.4101
0.0572,631.4101
0.0714,631.4101
0.0857,631.4101
0.1000,631.4101
0.1143,631.4101
0.1286,631.4101
0.1429,631.4101
0.1572,631.4101
0.1714,631.4101
0.1857,631.4101
0.2000,631.4101
0.2143,631.4101
0.2286,631.4101
0.2429,631.4101
0.2572,631.4101
0.2714,631.4101
0.2857,631.4101
0.3000,631.4101
0.3143,631.4101
0.3286,631.4101
0.3429,631.4101
0.3572,631.4101
0.3714,631.4101
0.3857,631.4101
0.4000,631.4101
0.4143,624.1577
0.4286,624.1577
0.4429,631.4101
0.4572,631.4101
0.4714,631.4101
0.4857,631.4101
0.5000,631.4101
0.5143,631.4101
0.5286,631.4101
0.5429,631.4101
0.5572,631.4101
0.5714,631.4101
0.5857,631.4101
0.6000,631.4101
0.6143,631.4101
0.6286,631.4101
0.6429,624.1577
0.6572,624.1577
0.6714,624.1577
0.6857,624.1577
0.7000,624.1577
0.7143,624.1577
0.7286,624.1577
0.7429,624.1577
0.7572,624.1577
0.7714,624.1577
0.7857,624.1577
0.8000,624.1577
0.8143,624.1577
0.8286,624.1577
0.8429,616.9886
0.8572,616.9886
0.8714,616.9886
0.8857,609.9019
0.9000,609.9019
0.9143,609.9019
0.9286,609.9019
0.9429,609.9019
0.9572,602.8966
0.9714,602.8966
0.9857,602.8966
1.0000,602.8966
1.0143,602.8966
1.0286,602.8966
1.0429,602.8966
1.0572,595.9717
1.0714,595.9717
1.0857,595.9717
1.1000,595.9717
1.1143,595.9717
1.1286,595.9717
1.1429,595.9717
1.1572,595.9717
1.1714,595.9717
1.1857,595.9717
1.2000,595.9717
1.2143,595.9717
1.2286,595.9717
1.2429,595.9717
1.2572,595.9717
1.2714,595.9717
1.2857,589.1264
1.3000,589.1264
1.3143,589.1264
1.3286,589.1264
1.3429,589.1264
1.3572,589.1264
1.3714,589.1264
1.3857,589.1264
1.4000,589.1264
1.4143,589.1264
1.4286,589.1264
1.4429,589.1264
1.4572,582.3597
1.4714,582.3597
1.4857,582.3597
1.5000,582.3597
1.5143,582.3597
1.5286,582.3597
1.5429,582.3597
1.5572,582.3597
1.5714,575.6707
1.5857,575.6707
1.6000,575.6707
1.6143,575.6707
1.6286,575.6707
1.6429,575.6707
1.6572,575.6707
1.6714,575.6707
1.6857,575.6707
1.7000,575.6707
1.7143,569.0586
1.7286,569.0586
1.7429,569.0586
1.7572,569.0586
1.7714,569.0586
1.7857,569.0586
1.8000,569.0586
1.8143,569.0586
1.8286,562.5224
1.8429,562.5224
1.8572,562.5224
1.8714,562.5224
1.8857,562.5224
1.9000,562.5224
1.9143,562.5224
1.9286,562.5224
1.9429,556.0613
1.9572,556.0613
1.9714,556.0613
1.9857,556.0613
2.0000,556.0613
2.0143,556.0613
2.0286,556.0613
2.0429,556.0613
2.0572,556.0613
2.0714,556.0613
2.0857,556.0613
2.1000,556.0613
2.1143,556.0613
2.1286,549.6744
2.1429,549.6744
2.1572,549.6744
2.1714,549.6744
2.1857,549.6744
2.2000,549.6744
2.2143,549.6744
2.2286,543.3608
2.2429,543.3608
2.2572,543.3608
2.2714,543.3608
2.2857,543.3608
2.3000,543.3608
2.3143,543.3608
2.3286,537.1198
2.3429,537.1198
2.3572,537.1198
2.3714,537.1198
2.3857,537.1198
2.4000,537.1198
2.4143,537.1198
2.4286,537.1198
2.4429,537.1198
2.4572,537.1198
2.4714,530.9505
2.4857,530.9505
2.5000,530.9505
2.5143,530.9505
2.5286,530.9505
2.5429,530.9505
2.5572,530.9505
2.5714,530.9505
2.5857,524.8520
2.6000,524.8520
2.6143,524.8520
2.6286,524.8520
2.6429,518.8235
2.6572,518.8235
2.6714,518.8235
2.6857,518.8235
2.7000,518.8235
2.7143,518.8235
2.7286,518.8235
2.7429,518.8235
2.7572,518.8235
2.7714,518.8235
2.7857,512.8643
2.8000,512.8643
2.8143,512.8643
2.8286,512.8643
2.8429,512.8643
2.8572,512.8643
2.8714,512.8643
2.8857,512.8643
2.9000,512.8643
2.9143,506.9736
2.9286,506.9736
2.9429,506.9736
2.9572,506.9736
2.9714,506.9736
2.9857,506.9736
3.0000,506.9736
3.0143,506.9736
3.0286,506.9736
3.0429,501.1505
3.0572,501.1505
3.0714,501.1505
3.0857,501.1505
3.1000,501.1505
3.1143,501.1505
3.1286,501.1505
3.1429,501.1505
3.1572,495.3943
3.1714,495.3943
3.1857,495.3943
3.2000,495.3943
3.2143,495.3943
3.2286,495.3943
3.2429,495.3943
3.2572,495.3943
