time_sec,frequency_hz
0.0000,1049.7039
0.0143,1049.7039
0.0286,1049.7039
0.0429,1049.7039
0.0572,1049.7039
0.0714,1061.9009
0.0857,1061.9009
0.1000,1061.9009
0.1143,1074.2396
0.1286,1074.2396
0.1429,1074.2396
0.1572,1074.2396
0.1714,1074.2396
0.1857,1074.2396
0.2000,1086.7217
0.2143,1086.7217
0.2286,1086.7217
0.2429,1086.7217
0.2572,1086.7217
0.2714,1086.7217
0.2857,1099.3488
0.3000,1099.3488
0.3143,1099.3488
0.3286,1099.3488
0.3429,1099.3488
0.3572,1099.3488
0.3714,1099.3488
0.3857,1099.3488
0.4000,1099.3488
0.4143,1099.3488
0.4286,1099.3488
0.4429,1099.3488
0.4572,1099.3488
0.4714,1112.1226
0.4857,1112.1226
0.5000,1112.1226
0.5143,1125.0448
0.5286,1125.0448
0.5429,1125.0448
0.5572,1125.0448
0.5714,1125.0448
0.5857,1125.0448
0.6000,1125.0448
0.6143,1138.1172
0.6286,1138.1172
0.6429,1138.1172
0.6572,1138.1172
0.6714,1151.3415
0.6857,1151.3415
0.7000,1164.7194
0.7143,1164.7194
0.7286,1164.7194
0.7429,1164.7194
0.7572,1164.7194
0.7714,1164.7194
0.7857,1164.7194
0.8000,1178.2528
0.8143,1178.2528
0.8286,1178.2528
0.8429,1191.9435
0.8572,1191.9435
0.8714,1191.9435
0.8857,1191.9435
0.9000,1191.9435
0.9143,1191.9435
0.9286,1191.9435
0.9429,1191.9435
0.9572,1191.9435
0.9714,1191.9435
0.9857,1191.9435
1.0000,1191.9435
1.0143,1191.9435
1.0286,1191.9435
1.0429,1191.9435
1.0572,1205.7932
1.0714,1205.7932
1.0857,1205.7932
1.1000,1205.7932
1.1143,1205.7932
