time_sec,frequency_hz
0.0000,484.0795
0.0143,478.5193
0.0286,478.5193
0.0429,478.5193
0.0571,484.0795
0.0714,484.0795
0.0857,484.0795
0.1000,484.0795
0.1143,489.7042
0.1286,489.7042
0.1429,489.7042
0.1571,489.7042
0.1714,489.7042
0.1857,489.7042
0.2000,489.7042
0.2143,489.7042
0.2286,489.7042
0.2429,489.7042
0.2571,489.7042
0.2714,489.7042
0.2857,489.7042
0.3000,489.7042
0.3143,489.7042
0.3286,489.7042
0.3429,489.7042
0.3571,489.7042
0.3714,489.7042
0.3857,489.7042
0.4000,489.7042
0.4143,489.7042
0.4286,489.7042
0.4429,489.7042
0.4571,489.7042
0.4714,489.7042
0.4857,489.7042
0.5000,489.7042
0.5143,489.7042
0.5286,489.7042
0.5429,489.7042
0.5571,489.7042
0.5714,489.7042
0.5857,489.7042
0.6000,489.7042
0.6143,489.7042
0.6286,489.7042
0.6429,489.7042
0.6571,489.7042
0.6714,489.7042
0.6857,489.7042
0.7000,489.7042
0.7143,489.7042
0.7286,489.7042
0.7429,489.7042
0.7571,489.7042
0.7714,489.7042
0.7857,489.7042
0.8000,495.3943
0.8143,495.3943
0.8286,495.3943
0.8429,495.3943
0.8571,501.1505
0.8714,501.1505
0.8857,501.1505
0.9000,506.9736
0.9143,506.9736
0.9286,506.9736
0.9429,512.8643
