time_sec,frequency_hz
0.0000,196.5974
0.0143,196.5974
0.0286,196.5974
0.0429,196.5974
0.0572,196.5974
0.0714,196.5974
0.0857,196.5974
0.1000,196.5974
0.1143,196.5974
0.1286,196.5974
0.1429,196.5974
0.1572,196.5974
0.1714,196.5974
0.1857,196.5974
0.2000,196.5974
0.2143,196.5974
0.2286,196.5974
0.2429,196.5974
0.2572,196.5974
0.2714,196.5974
0.2857,196.5974
0.3000,196.5974
0.3143,196.5974
0.3286,196.5974
0.3429,196.5974
0.3572,196.5974
0.3714,196.5974
0.3857,196.5974
0.4000,196.5974
0.4143,196.5974
0.4286,196.5974
0.4429,196.5974
0.4572,203.5303
0.4714,203.5303
0.4857,203.5303
0.5000,203.5303
0.5143,203.5303
0.5286,203.5303
0.5429,203.5303
0.5572,203.5303
0.5714,203.5303
0.5857,203.5303
0.6000,203.5303
0.6143,203.5303
0.6286,203.5303
0.6429,203.5303
0.6572,203.5303
0.6714,203.5303
0.6857,203.5303
0.7000,203.5303
0.7143,203.5303
0.7286,205.8953
0.7429,205.8953
0.7572,205.8953
0.7714,205.8953
0.7857,205.8953
0.8000,205.8953
0.8143,205.8953
0.8286,205.8953
0.8429,205.8953
0.8572,208.2876
0.8714,208.2876
0.8857,208.2876
0.9000,208.2876
0.9143,208.2876
0.9286,210.7078
0.9429,210.7078
0.9572,210.7078
0.9714,210.7078
0.9857,210.7078
1.0000,210.7078
1.0143,210.7078
1.0286,213.1561
1.0429,213.1561
1.0572,213.1561
1.0714,213.1561
1.0857,213.1561
1.1000,213.1561
1.1143,213.1561
1.1286,215.6329
1.1429,215.6329
1.1572,215.6329
1.1714,215.6329
1.1857,215.6329
1.2000,215.6329
1.2143,215.6329
1.2286,218.1384
1.2429,218.1384
1.2572,218.1384
1.2714,218.1384
1.2857,218.1384
1.3000,218.1384
1.3143,218.1384
1.3286,220.6731
1.3429,220.6731
1.3572,220.6731
1.3714,220.6731
1.3857,220.6731
1.4000,220.6731
1.4143,223.2372
1.4286,223.2372
1.4429,223.2372
1.4572,223.2372
1.4714,223.2372
1.4857,223.2372
1.5000,223.2372
1.5143,223.2372
1.5286,223.2372
1.5429,225.8311
1.5572,225.8311
1.5714,225.8311
1.5857,225.8311
1.6000,225.8311
1.6143,225.8311
1.6286,225.8311
1.6429,225.8311
1.6572,225.8311
1.6714,225.8311
1.6857,225.8311
1.7000,228.4551
1.7143,228.4551
1.7286,228.4551
1.7429,228.4551
