time_sec,frequency_hz
0.0000,297.9859
0.0143,297.9859
0.0286,297.9859
0.0428,297.9859
0.0571,297.9859
0.0714,297.9859
0.0857,297.9859
0.1000,297.9859
0.1143,297.9859
0.1286,297.9859
0.1428,297.9859
0.1571,297.9859
0.1714,297.9859
0.1857,297.9859
0.2000,297.9859
0.2143,297.9859
0.2286,297.9859
0.2428,297.9859
0.2571,297.9859
0.2714,297.9859
0.2857,297.9859
0.3000,297.9859
0.3143,297.9859
0.3286,297.9859
0.3428,297.9859
0.3571,297.9859
0.3714,297.9859
0.3857,297.9859
0.4000,297.9859
0.4143,297.9859
0.4286,297.9859
0.4428,297.9859
0.4571,297.9859
0.4714,297.9859
0.4857,297.9859
0.5000,297.9859
0.5143,297.9859
0.5286,297.9859
0.5428,297.9859
0.5571,297.9859
0.5714,297.9859
0.5857,297.9859
0.6000,297.9859
0.6143,294.5632
0.6286,294.5632
0.6428,294.5632
0.6571,294.5632
0.6714,294.5632
0.6857,294.5632
0.7000,294.5632
0.7143,294.5632
0.7286,291.1799
0.7428,291.1799
0.7571,291.1799
0.7714,291.1799
0.7857,291.1799
0.8000,287.8354
0.8143,287.8354
0.8286,287.8354
0.8428,287.8354
0.8571,287.8354
0.8714,287.8354
0.8857,287.8354
0.9000,287.8354
0.9143,284.5293
0.9286,284.5293
0.9428,284.5293
0.9571,284.5293
0.9714,284.5293
0.9857,284.5293
1.0000,284.5293
1.0143,284.5293
1.0286,281.2612
1.0428,281.2612
1.0571,281.2612
1.0714,281.2612
1.0857,281.2612
1.1000,281.2612
1.1143,281.2612
1.1286,281.2612
1.1428,281.2612
1.1571,281.2612
1.1714,278.0306
1.1857,278.0306
1.2000,278.0306
1.2143,278.0306
1.2286,278.0306
1.2428,278.0306
1.2571,278.0306
1.2714,274.8372
1.2857,274.8372
1.3000,274.8372
1.3143,274.8372
1.3286,274.8372
1.3428,274.8372
1.3571,274.8372
1.3714,274.8372
1.3857,271.6804
1.4000,271.6804
1.4143,271.6804
1.4286,271.6804
1.4428,271.6804
1.4571,268.5599
1.4714,268.5599
1.4857,268.5599
1.5000,268.5599
1.5143,265.4752
1.5286,265.4752
1.5428,265.4752
1.5571,265.4752
1.5714,262.4260
1.5857,262.4260
1.6000,262.4260
1.6143,262.4260
1.6286,262.4260
1.6428,259.4118
1.6571,259.4118
1.6714,259.4118
1.6857,256.4322
1.7000,256.4322
1.7143,256.4322
1.7286,256.4322
1.7428,256.4322
1.7571,253.4868
1.7714,253.4868
1.7857,253.4868
1.8000,253.4868
1.8143,253.4868
1.8286,253.4868
1.8428,253.4868
1.8571,253.4868
1.8714,250.5752
1.8857,250.5752
1.9000,250.5752
1.9143,250.5752
1.9286,250.5752
1.9428,250.5752
1.9571,247.6971
1.9714,247.6971
1.9857,247.6971
2.0000,247.6971
2.0143,247.6971
2.0286,247.6971
2.0428,244.8521
2.0571,244.8521
2.0714,244.8521
2.0857,244.8521
2.1000,244.8521
2.1143,244.8521
2.1286,242.0397
2.1428,242.0397
2.1571,242.0397
2.1714,242.0397
2.1857,242.0397
2.2000,242.0397
2.2143,242.0397
2.2286,242.0397
2.2428,242.0397
2.2571,239.2597
2.2714,239.2597
2.2857,239.2597
2.3000,239.2597
2.3143,239.2597
2.3286,239.2597
2.3428,239.2597
2.3571,239.2597
2.3714,239.2597
2.3857,239.2597
2.4000,236.5115
2.4143,236.5115
2.4286,236.5115
2.4428,236.5115
2.4571,236.5115
2.4714,236.5115
2.4857,236.5115
2.5000,236.5115
2.5143,236.5115
2.5286,236.5115
2.5428,236.5115
2.5571,236.5115
2.5714,233.7950
2.5857,233.7950
2.6000,233.7950
2.6143,233.7950
2.6286,233.7950
2.6428,233.7950
2.6571,233.7950
2.6714,233.7950
2.6857,233.7950
2.7000,231.1096
2.7143,231.1096
2.7286,231.1096
2.7428,231.1096
2.7571,231.1096
2.7714,231.1096
2.7857,231.1096
2.8000,231.1096
2.8143,231.1096
2.8286,231.1096
2.8428,228.4551
2.8571,228.4551
2.8714,228.4551
2.8857,228.4551
2.9000,228.4551
2.9143,228.4551
2.9286,228.4551
2.9428,228.4551
2.9571,228.4551
2.9714,225.8311
2.9857,225.8311
3.0000,225.8311
3.0143,225.8311
3.0286,225.8311
3.0428,225.8311
3.0571,225.8311
3.0714,223.2372
3.0857,223.2372
3.1000,223.2372
3.1143,223.2372
3.1286,223.2372
3.1428,223.2372
3.1571,223.2372
3.1714,223.2372
3.1857,223.2372
3.2000,223.2372
3.2143,220.6731
3.2286,220.6731
3.2428,220.6731
3.2571,220.6731
3.2714,220.6731
3.2857,220.6731
3.3000,220.6731
3.3143,220.6731
3.3286,218.1384
3.3428,218.1384
3.3571,218.1384
3.3714,218.1384
3.3857,218.1384
3.4000,215.6329
3.4143,215.6329
3.4286,215.6329
3.4428,215.6329
3.4571,215.6329
3.4714,215.6329
3.4857,215.6329
3.5000,215.6329
3.5143,213.1561
3.5286,213.1561
3.5428,213.1561
3.5571,213.1561
3.5714,213.1561
3.5857,213.1561
3.6000,213.1561
3.6143,213.1561
3.6286,210.7078
3.6428,210.7078
3.6571,210.7078
3.6714,210.7078
3.6857,210.7078
3.7000,210.7078
3.7143,210.7078
3.7286,208.2876
3.7428,208.2876
3.7571,208.2876
3.7714,208.2876
3.7857,208.2876
3.8000,205.8953
3.8143,205.8953
3.8286,205.8953
3.8428,205.8953
3.8571,205.8953
3.8714,205.8953
3.8857,203.5303
3.9000,203.5303
3.9143,203.5303
3.9286,203.5303
3.9428,203.5303
3.9571,203.5303
3.9714,203.5303
3.9857,203.5303
4.0000,201.1926
4.0143,201.1926
4.0286,201.1926
4.0428,201.1926
4.0571,201.1926
4.0714,201.1926
4.0857,201.1926
4.1000,198.8817
4.1143,198.8817
4.1286,198.8817
4.1428,198.8817
4.1571,198.8817
4.1714,198.8817
4.1857,198.8817
4.2000,198.8817
4.2143,198.8817
4.2286,198.8817
