time_sec,frequency_hz
0.0000,562.5224
0.0143,562.5224
0.0286,562.5224
0.0428,562.5224
0.0571,562.5224
0.0714,562.5224
0.0857,562.5224
0.1000,562.5224
0.1143,562.5224
0.1286,562.5224
0.1428,562.5224
0.1571,562.5224
0.1714,562.5224
0.1857,562.5224
0.2000,562.5224
0.2143,562.5224
0.2286,562.5224
0.2428,562.5224
0.2571,562.5224
0.2714,562.5224
0.2857,562.5224
0.3000,562.5224
0.3143,562.5224
0.3286,562.5224
0.3428,562.5224
0.3571,562.5224
0.3714,562.5224
0.3857,556.0613
0.4000,556.0613
0.4143,556.0613
0.4286,556.0613
0.4428,556.0613
0.4571,549.6744
0.4714,549.6744
0.4857,543.3608
0.5000,537.1198
0.5143,537.1198
0.5286,530.9505
0.5428,530.9505
0.5571,530.9505
0.5714,524.8520
0.5857,524.8520
0.6000,524.8520
0.6143,524.8520
0.6286,524.8520
0.6428,518.8235
0.6571,518.8235
0.6714,518.8235
0.6857,518.8235
0.7000,518.8235
0.7143,518.8235
0.7286,512.8643
0.7428,512.8643
0.7571,512.8643
0.7714,512.8643
0.7857,512.8643
0.8000,506.9736
0.8143,506.9736
0.8286,506.9736
0.8428,506.9736
0.8571,501.1505
0.8714,501.1505
0.8857,501.1505
0.9000,501.1505
0.9143,495.3943
0.9286,495.3943
0.9428,495.3943
0.9571,495.3943
0.9714,495.3943
0.9857,489.7042
1.0000,489.7042
1.0143,489.7042
1.0286,489.7042
1.0428,489.7042
1.0571,484.0795
1.0714,484.0795
1.0857,484.0795
1.1000,484.0795
1.1143,484.0795
1.1286,484.0795
1.1428,478.5193
1.1571,478.5193
1.1714,478.5193
1.1857,478.5193
1.2000,473.0231
1.2143,473.0231
1.2286,473.0231
1.2428,473.0231
1.2571,473.0231
1.2714,473.0231
1.2857,467.5899
1.3000,467.5899
1.3143,467.5899
1.3286,467.5899
1.3428,467.5899
1.3571,467.5899
1.3714,462.2192
1.3857,462.2192
1.4000,456.9102
1.4143,456.9102
1.4286,456.9102
1.4428,456.9102
1.4571,456.9102
1.4714,456.9102
1.4857,451.6621
1.5000,451.6621
1.5143,451.6621
1.5286,446.4743
1.5428,446.4743
1.5571,446.4743
1.5714,446.4743
1.5857,441.3461
1.6000,441.3461
1.6143,441.3461
1.6286,441.3461
1.6428,441.3461
1.6571,436.2768
1.6714,436.2768
1.6857,436.2768
1.7000,436.2768
1.7143,436.2768
1.7286,431.2658
1.7428,431.2658
1.7571,431.2658
1.7714,426.3123
1.7857,426.3123
1.8000,426.3123
1.8143,426.3123
1.8286,421.4157
1.8428,421.4157
1.8571,421.4157
1.8714,421.4157
1.8857,421.4157
1.9000,421.4157
1.9143,416.5753
1.9286,416.5753
1.9428,416.5753
1.9571,416.5753
1.9714,416.5753
1.9857,411.7905
2.0000,411.7905
2.0143,411.7905
2.0286,411.7905
2.0428,411.7905
2.0571,411.7905
2.0714,407.0607
2.0857,407.0607
2.1000,407.0607
2.1143,407.0607
2.1286,407.0607
2.1428,402.3852
2.1571,402.3852
2.1714,402.3852
2.1857,402.3852
2.2000,402.3852
2.2143,402.3852
2.2286,397.7634
2.2428,397.7634
2.2571,397.7634
2.2714,397.7634
2.2857,397.7634
2.3000,393.1947
2.3143,393.1947
2.3286,393.1947
2.3428,393.1947
2.3571,393.1947
2.3714,388.6785
2.3857,388.6785
2.4000,388.6785
2.4143,388.6785
2.4286,388.6785
2.4428,384.2141
2.4571,384.2141
2.4714,384.2141
2.4857,379.8011
2.5000,379.8011
2.5143,379.8011
2.5286,379.8011
2.5428,379.8011
2.5571,379.8011
2.5714,375.4387
2.5857,375.4387
2.6000,375.4387
2.6143,375.4387
2.6286,375.4387
2.6428,375.4387
2.6571,375.4387
2.6714,371.1264
2.6857,371.1264
2.7000,371.1264
2.7143,371.1264
2.7286,371.1264
2.7428,366.8636
2.7571,366.8636
2.7714,366.8636
2.7857,366.8636
2.8000,366.8636
2.8143,366.8636
2.8286,366.8636
2.8428,366.8636
2.8571,366.8636
2.8714,362.6498
2.8857,362.6498
2.9000,362.6498
2.9143,362.6498
2.9286,362.6498
2.9428,362.6498
2.9571,362.6498
2.9714,358.4845
2.9857,358.4845
3.0000,358.4845
3.0143,358.4845
3.0286,358.4845
3.0428,358.4845
3.0571,358.4845
3.0714,354.3669
3.0857,354.3669
3.1000,354.3669
3.1143,354.3669
3.1286,354.3669
3.1428,354.3669
3.1571,354.3669
3.1714,354.3669
3.1857,350.2967
3.2000,350.2967
3.2143,350.2967
3.2286,350.2967
3.2428,350.2967
3.2571,350.2967
3.2714,350.2967
3.2857,350.2967
3.3000,350.2967
3.3143,346.2732
3.3286,346.2732
3.3428,346.2732
3.3571,346.2732
3.3714,346.2732
3.3857,346.2732
3.4000,342.2959
3.4143,342.2959
3.4286,342.2959
3.4428,342.2959
3.4571,342.2959
3.4714,342.2959
3.4857,342.2959
3.5000,342.2959
3.5143,338.3643
3.5286,338.3643
3.5428,338.3643
3.5571,338.3643
3.5714,338.3643
3.5857,338.3643
3.6000,338.3643
3.6143,338.3643
3.6286,338.3643
3.6428,338.3643
3.6571,338.3643
3.6714,334.4778
3.6857,334.4778
3.7000,334.4778
3.7143,334.4778
3.7286,334.4778
3.7428,334.4778
3.7571,334.4778
3.7714,334.4778
3.7857,330.6360
3.8000,330.6360
3.8143,330.6360
3.8286,330.6360
3.8428,330.6360
3.8571,330.6360
3.8714,330.6360
3.8857,330.6360
3.9000,330.6360
3.9143,330.6360
3.9286,330.6360
3.9428,330.6360
3.9571,330.6360
