time_sec,frequency_hz
0.0000,804.7704
0.0143,795.5268
0.0286,795.5268
0.0429,786.3894
0.0572,786.3894
0.0714,786.3894
0.0857,777.3570
0.1000,777.3570
0.1143,768.4283
0.1286,759.6021
0.1429,759.6021
0.1572,759.6021
0.1714,759.6021
0.1857,750.8773
0.2000,750.8773
0.2143,742.2528
0.2286,742.2528
0.2429,742.2528
0.2572,733.7273
0.2714,733.7273
0.2857,733.7273
0.3000,733.7273
0.3143,733.7273
0.3286,725.2997
0.3429,725.2997
0.3572,716.9689
0.3714,716.9689
0.3857,708.7338
0.4000,708.7338
0.4143,708.7338
0.4286,700.5933
0.4429,700.5933
0.4572,700.5933
0.4714,700.5933
0.4857,692.5463
0.5000,692.5463
0.5143,692.5463
0.5286,700.5933
0.5429,700.5933
0.5572,700.5933
0.5714,708.7338
0.5857,708.7338
