time_sec,frequency_hz
0.0000,244.8521
0.0143,247.6971
0.0286,247.6971
0.0429,247.6971
0.0572,247.6971
0.0715,247.6971
0.0857,247.6971
0.1000,247.6971
0.1143,247.6971
0.1286,247.6971
0.1429,247.6971
0.1572,247.6971
0.1715,247.6971
0.1857,247.6971
0.2000,247.6971
0.2143,247.6971
0.2286,247.6971
0.2429,247.6971
0.2572,247.6971
0.2715,247.6971
0.2857,247.6971
0.3000,247.6971
0.3143,250.5752
0.3286,250.5752
0.3429,250.5752
0.3572,247.6971
0.3715,247.6971
0.3857,247.6971
0.4000,250.5752
0.4143,247.6971
0.4286,247.6971
0.4429,247.6971
0.4572,247.6971
0.4715,247.6971
0.4857,247.6971
0.5000,247.6971
0.5143,247.6971
0.5286,247.6971
0.5429,247.6971
0.5572,247.6971
0.5715,247.6971
0.5857,247.6971
0.6000,247.6971
0.6143,247.6971
0.6286,247.6971
0.6429,250.5752
0.6572,250.5752
0.6715,250.5752
0.6857,250.5752
0.7000,250.5752
0.7143,250.5752
0.7286,250.5752
0.7429,250.5752
0.7572,253.4868
0.7715,253.4868
0.7857,253.4868
0.8000,253.4868
0.8143,253.4868
0.8286,256.4322
0.8429,256.4322
0.8572,256.4322
0.8715,256.4322
0.8857,259.4118
0.9000,259.4118
0.9143,259.4118
0.9286,259.4118
0.9429,262.4260
0.9572,262.4260
0.9715,262.4260
0.9857,265.4752
1.0000,265.4752
1.0143,265.4752
1.0286,268.5599
1.0429,268.5599
1.0572,268.5599
1.0715,268.5599
1.0857,268.5599
1.1000,268.5599
1.1143,268.5599
1.1286,271.6804
1.1429,271.6804
1.1572,271.6804
1.1715,271.6804
1.1857,271.6804
1.2000,274.8372
1.2143,274.8372
1.2286,274.8372
1.2429,274.8372
1.2572,274.8372
1.2715,274.8372
1.2857,274.8372
1.3000,278.0306
1.3143,278.0306
1.3286,278.0306
1.3429,278.0306
1.3572,278.0306
1.3715,278.0306
1.3857,281.2612
1.4000,281.2612
1.4143,281.2612
1.4286,281.2612
1.4429,281.2612
1.4572,281.2612
1.4715,281.2612
1.4857,284.5293
1.5000,284.5293
1.5143,284.5293
1.5286,284.5293
1.5429,284.5293
1.5572,287.8354
1.5715,287.8354
1.5857,287.8354
1.6000,287.8354
1.6143,287.8354
1.6286,287.8354
1.6429,291.1799
1.6572,291.1799
1.6715,291.1799
1.6857,291.1799
1.7000,291.1799
1.7143,294.5632
1.7286,294.5632
1.7429,294.5632
1.7572,294.5632
1.7715,294.5632
1.7857,294.5632
1.8000,294.5632
1.8143,297.9859
1.8286,297.9859
1.8429,297.9859
1.8572,297.9859
1.8715,297.9859
1.8857,297.9859
1.9000,297.9859
1.9143,301.4483
1.9286,301.4483
1.9429,301.4483
1.9572,301.4483
1.9715,301.4483
1.9857,301.4483
2.0000,304.9510
2.0143,304.9510
2.0286,304.9510
2.0429,304.9510
2.0572,304.9510
2.0715,304.9510
2.0857,304.9510
2.1000,304.9510
2.1143,308.4943
2.1286,308.4943
2.1429,308.4943
2.1572,308.4943
2.1715,312.0788
2.1857,312.0788
2.2000,312.0788
2.2143,312.0788
2.2286,312.0788
2.2429,312.0788
2.2572,312.0788
2.2715,312.0788
2.2857,315.7050
2.3000,315.7050
2.3143,315.7050
2.3286,315.7050
2.3429,315.7050
2.3572,319.3733
2.3715,319.3733
2.3857,319.3733
2.4000,319.3733
2.4143,319.3733
2.4286,323.0843
2.4429,323.0843
2.4572,323.0843
2.4715,323.0843
2.4857,326.8383
2.5000,326.8383
2.5143,326.8383
2.5286,326.8383
2.5429,330.6360
2.5572,330.6360
2.5715,330.6360
2.5857,330.6360
2.6000,334.4778
2.6143,334.4778
2.6286,334.4778
2.6429,338.3643
2.6572,338.3643
2.6715,342.2959
2.6857,342.2959
2.7000,342.2959
2.7143,342.2959
2.7286,342.2959
2.7429,342.2959
2.7572,346.2732
2.7715,346.2732
2.7857,346.2732
2.8000,350.2967
2.8143,350.2967
2.8286,350.2967
2.8429,350.2967
2.8572,350.2967
2.8715,350.2967
2.8857,350.2967
2.9000,350.2967
2.9143,350.2967
2.9286,350.2967
2.9429,350.2967
2.9572,350.2967
2.9715,350.2967
2.9857,350.2967
3.0000,350.2967
3.0143,350.2967
3.0286,354.3669
3.0429,354.3669
3.0572,354.3669
3.0715,354.3669
3.0857,354.3669
3.1000,354.3669
3.1143,354.3669
3.1286,354.3669
3.1429,354.3669
3.1572,354.3669
3.1715,354.3669
3.1857,354.3669
3.2000,354.3669
3.2143,354.3669
3.2286,354.3669
3.2429,354.3669
3.2572,354.3669
3.2715,354.3669
3.2857,354.3669
3.3000,354.3669
3.3143,354.3669
3.3286,354.3669
3.3429,354.3669
3.3572,354.3669
3.3715,354.3669
3.3857,354.3669
3.4000,354.3669
3.4143,354.3669
