time_sec,frequency_hz
0.0000,268.5599
0.0142,268.5599
0.0285,271.6804
0.0428,271.6804
0.0571,271.6804
0.0714,271.6804
0.0857,271.6804
0.1000,271.6804
0.1142,271.6804
0.1285,271.6804
0.1428,271.6804
0.1571,271.6804
0.1714,274.8372
0.1857,274.8372
0.2000,274.8372
0.2142,274.8372
0.2285,271.6804
0.2428,271.6804
0.2571,271.6804
0.2714,271.6804
0.2857,274.8372
0.3000,274.8372
0.3142,274.8372
0.3285,274.8372
0.3428,274.8372
0.3571,274.8372
0.3714,274.8372
0.3857,274.8372
0.4000,274.8372
0.4142,274.8372
0.4285,274.8372
0.4428,274.8372
0.4571,274.8372
0.4714,274.8372
0.4857,274.8372
0.5000,274.8372
0.5142,274.8372
0.5285,274.8372
0.5428,274.8372
0.5571,274.8372
0.5714,274.8372
0.5857,274.8372
0.6000,274.8372
0.6142,274.8372
0.6285,274.8372
0.6428,274.8372
0.6571,274.8372
0.6714,274.8372
0.6857,271.6804
0.7000,271.6804
0.7142,271.6804
0.7285,271.6804
0.7428,271.6804
0.7571,271.6804
0.7714,271.6804
0.7857,271.6804
0.8000,271.6804
0.8142,271.6804
0.8285,271.6804
0.8428,271.6804
0.8571,271.6804
0.8714,268.5599
0.8857,268.5599
0.9000,268.5599
0.9142,268.5599
0.9285,268.5599
0.9428,268.5599
0.9571,268.5599
0.9714,271.6804
0.9857,271.6804
1.0000,271.6804
1.0142,271.6804
1.0285,274.8372
1.0428,274.8372
1.0571,274.8372
1.0714,274.8372
1.0857,274.8372
1.1000,278.0306
1.1142,278.0306
1.1285,278.0306
1.1428,281.2612
1.1571,281.2612
1.1714,281.2612
1.1857,281.2612
1.2000,281.2612
1.2142,284.5293
1.2285,284.5293
1.2428,284.5293
1.2571,287.8354
1.2714,287.8354
1.2857,287.8354
1.3000,287.8354
1.3142,291.1799
1.3285,291.1799
1.3428,291.1799
1.3571,291.1799
1.3714,291.1799
1.3857,294.5632
1.4000,294.5632
1.4142,294.5632
1.4285,294.5632
1.4428,294.5632
1.4571,297.9859
1.4714,297.9859
1.4857,297.9859
1.5000,297.9859
1.5142,297.9859
1.5285,301.4483
1.5428,301.4483
1.5571,301.4483
1.5714,301.4483
1.5857,301.4483
1.6000,304.9510
1.6142,304.9510
1.6285,304.9510
1.6428,304.9510
1.6571,304.9510
1.6714,308.4943
1.6857,308.4943
1.7000,312.0788
1.7142,312.0788
1.7285,312.0788
1.7428,312.0788
1.7571,315.7050
1.7714,315.7050
1.7857,315.7050
1.8000,319.3733
1.8142,319.3733
1.8285,319.3733
1.8428,319.3733
1.8571,323.0843
1.8714,323.0843
1.8857,323.0843
1.9000,323.0843
1.9142,326.8383
1.9285,326.8383
1.9428,326.8383
1.9571,330.6360
1.9714,330.6360
1.9857,330.6360
2.0000,334.4778
2.0142,334.4778
2.0285,334.4778
2.0428,338.3643
2.0571,338.3643
2.0714,338.3643
2.0857,342.2959
2.1000,342.2959
2.1142,342.2959
2.1285,346.2732
2.1428,346.2732
2.1571,346.2732
2.1714,350.2967
2.1857,350.2967
2.2000,350.2967
2.2142,354.3669
2.2285,354.3669
2.2428,358.4845
2.2571,358.4845
2.2714,362.6498
2.2857,362.6498
2.3000,362.6498
2.3142,366.8636
2.3285,366.8636
2.3428,366.8636
2.3571,371.1264
2.3714,371.1264
2.3857,371.1264
2.4000,375.4387
2.4142,375.4387
2.4285,375.4387
2.4428,379.8011
2.4571,379.8011
2.4714,379.8011
2.4857,379.8011
2.5000,384.2141
2.5142,384.2141
2.5285,384.2141
2.5428,388.6785
2.5571,388.6785
2.5714,388.6785
2.5857,388.6785
2.6000,393.1947
2.6142,393.1947
2.6285,393.1947
2.6428,393.1947
2.6571,397.7634
2.6714,397.7634
2.6857,397.7634
2.7000,397.7634
2.7142,397.7634
2.7285,397.7634
2.7428,402.3852
2.7571,402.3852
2.7714,402.3852
2.7857,402.3852
2.8000,407.0607
2.8142,407.0607
2.8285,407.0607
2.8428,411.7905
2.8571,411.7905
2.8714,411.7905
2.8857,411.7905
2.9000,411.7905
2.9142,411.7905
2.9285,411.7905
2.9428,411.7905
2.9571,416.5753
2.9714,416.5753
2.9857,416.5753
3.0000,416.5753
3.0142,416.5753
3.0285,416.5753
3.0428,416.5753
3.0571,416.5753
3.0714,416.5753
3.0857,416.5753
3.1000,416.5753
3.1142,416.5753
3.1285,416.5753
3.1428,416.5753
3.1571,416.5753
3.1714,421.4157
3.1857,421.4157
3.2000,421.4157
3.2142,421.4157
3.2285,421.4157
3.2428,421.4157
3.2571,421.4157
3.2714,421.4157
3.2857,416.5753
3.3000,416.5753
3.3142,416.5753
3.3285,416.5753
3.3428,416.5753
3.3571,416.5753
3.3714,416.5753
3.3857,416.5753
3.4000,416.5753
3.4142,416.5753
3.4285,416.5753
3.4428,416.5753
3.4571,416.5753
3.4714,416.5753
3.4857,416.5753
3.5000,416.5753
3.5142,416.5753
