time_sec,frequency_hz
0.0000,354.3669
0.0143,354.3669
0.0286,354.3669
0.0429,354.3669
0.0572,354.3669
0.0715,354.3669
0.0858,354.3669
0.1000,354.3669
0.1143,354.3669
0.1286,354.3669
0.1429,354.3669
0.1572,354.3669
0.1715,354.3669
0.1858,354.3669
0.2000,354.3669
0.2143,354.3669
0.2286,354.3669
0.2429,354.3669
0.2572,354.3669
0.2715,354.3669
0.2858,354.3669
0.3000,354.3669
0.3143,354.3669
0.3286,354.3669
0.3429,354.3669
0.3572,354.3669
0.3715,354.3669
0.3858,354.3669
0.4000,354.3669
0.4143,354.3669
0.4286,354.3669
0.4429,354.3669
0.4572,354.3669
0.4715,354.3669
0.4858,354.3669
0.5000,354.3669
0.5143,354.3669
0.5286,354.3669
0.5429,354.3669
0.5572,354.3669
0.5715,354.3669
0.5858,354.3669
0.6000,354.3669
0.6143,354.3669
0.6286,354.3669
0.6429,354.3669
0.6572,354.3669
0.6715,354.3669
0.6858,350.2967
0.7000,350.2967
0.7143,350.2967
0.7286,350.2967
0.7429,350.2967
0.7572,350.2967
0.7715,350.2967
0.7858,350.2967
0.8000,350.2967
0.8143,350.2967
0.8286,350.2967
0.8429,350.2967
0.8572,346.2732
0.8715,346.2732
0.8858,346.2732
0.9000,346.2732
0.9143,346.2732
0.9286,346.2732
0.9429,346.2732
0.9572,342.2959
0.9715,342.2959
0.9858,342.2959
1.0000,342.2959
1.0143,338.3643
1.0286,338.3643
1.0429,338.3643
1.0572,338.3643
1.0715,338.3643
1.0858,334.4778
1.1000,334.4778
1.1143,334.4778
1.1286,334.4778
1.1429,334.4778
1.1572,334.4778
1.1715,334.4778
1.1858,334.4778
1.2000,330.6360
1.2143,330.6360
1.2286,330.6360
1.2429,330.6360
1.2572,330.6360
1.2715,326.8383
1.2858,326.8383
1.3000,326.8383
1.3143,326.8383
1.3286,326.8383
1.3429,323.0843
1.3572,323.0843
1.3715,323.0843
1.3858,323.0843
1.4000,319.3733
1.4143,319.3733
1.4286,319.3733
1.4429,319.3733
1.4572,319.3733
1.4715,319.3733
1.4858,315.7050
1.5000,315.7050
1.5143,315.7050
1.5286,315.7050
1.5429,315.7050
1.5572,312.0788
1.5715,312.0788
1.5858,312.0788
1.6000,312.0788
1.6143,312.0788
1.6286,308.4943
1.6429,308.4943
1.6572,308.4943
1.6715,308.4943
1.6858,308.4943
1.7000,304.9510
1.7143,304.9510
1.7286,304.9510
1.7429,304.9510
1.7572,304.9510
1.7715,304.9510
1.7858,304.9510
1.8000,301.4483
1.8143,301.4483
1.8286,301.4483
1.8429,301.4483
1.8572,301.4483
1.8715,301.4483
1.8858,297.9859
1.9000,297.9859
1.9143,297.9859
1.9286,297.9859
1.9429,297.9859
1.9572,294.5632
1.9715,294.5632
1.9858,294.5632
2.0000,294.5632
2.0143,291.1799
2.0286,291.1799
2.0429,291.1799
2.0572,291.1799
2.0715,291.1799
2.0858,287.8354
2.1000,287.8354
2.1143,287.8354
2.1286,287.8354
2.1429,287.8354
2.1572,284.5293
2.1715,284.5293
2.1858,284.5293
2.2000,284.5293
2.2143,281.2612
2.2286,281.2612
2.2429,281.2612
2.2572,281.2612
2.2715,278.0306
2.2858,278.0306
2.3000,278.0306
2.3143,274.8372
2.3286,274.8372
2.3429,274.8372
2.3572,274.8372
2.3715,271.6804
2.3858,271.6804
2.4000,271.6804
2.4143,271.6804
2.4286,271.6804
2.4429,271.6804
2.4572,271.6804
2.4715,268.5599
2.4858,268.5599
2.5000,268.5599
2.5143,268.5599
2.5286,268.5599
2.5429,265.4752
2.5572,265.4752
2.5715,265.4752
2.5858,265.4752
2.6000,262.4260
2.6143,262.4260
2.6286,262.4260
2.6429,262.4260
2.6572,259.4118
2.6715,259.4118
2.6858,259.4118
2.7000,259.4118
2.7143,259.4118
2.7286,259.4118
2.7429,256.4322
2.7572,256.4322
2.7715,256.4322
2.7858,256.4322
2.8000,256.4322
2.8143,256.4322
2.8286,256.4322
2.8429,253.4868
2.8572,253.4868
2.8715,253.4868
2.8858,253.4868
2.9000,253.4868
2.9143,253.4868
2.9286,253.4868
2.9429,253.4868
2.9572,253.4868
2.9715,253.4868
2.9858,253.4868
3.0000,253.4868
3.0143,253.4868
3.0286,250.5752
3.0429,250.5752
3.0572,250.5752
3.0715,250.5752
3.0858,250.5752
3.1000,250.5752
3.1143,250.5752
3.1286,250.5752
3.1429,250.5752
3.1572,250.5752
3.1715,250.5752
3.1858,250.5752
3.2000,250.5752
3.2143,250.5752
3.2286,250.5752
3.2429,250.5752
3.2572,250.5752
3.2715,250.5752
3.2858,250.5752
3.3000,250.5752
3.3143,250.5752
3.3286,250.5752
3.3429,250.5752
3.3572,250.5752
3.3715,250.5752
3.3858,250.5752
3.4000,250.5752
3.4143,250.5752
3.4286,250.5752
3.4429,250.5752
3.4572,250.5752
3.4715,250.5752
3.4858,250.5752
3.5000,250.5752
3.5143,250.5752
3.5286,250.5752
3.5429,250.5752
3.5572,250.5752
3.5715,250.5752
3.5858,250.5752
3.6000,250.5752
3.6143,250.5752
3.6286,250.5752
3.6429,250.5752
3.6572,250.5752
3.6715,250.5752
