time_sec,frequency_hz
0.0000,208.2876
0.0143,205.8953
0.0286,205.8953
0.0429,205.8953
0.0571,205.8953
0.0714,205.8953
0.0857,205.8953
0.1000,205.8953
0.1143,205.8953
0.1286,205.8953
0.1429,205.8953
0.1571,205.8953
0.1714,205.8953
0.1857,205.8953
0.2000,205.8953
0.2143,205.8953
0.2286,205.8953
0.2429,208.2876
0.2571,205.8953
0.2714,205.8953
0.2857,205.8953
0.3000,205.8953
0.3143,205.8953
0.3286,205.8953
0.3429,205.8953
0.3571,208.2876
0.3714,208.2876
0.3857,208.2876
0.4000,208.2876
0.4143,208.2876
0.4286,208.2876
0.4429,208.2876
0.4571,208.2876
0.4714,208.2876
0.4857,208.2876
0.5000,208.2876
0.5143,208.2876
0.5286,208.2876
0.5429,208.2876
0.5571,208.2876
0.5714,208.2876
0.5857,208.2876
0.6000,208.2876
0.6143,210.7078
0.6286,210.7078
0.6429,210.7078
0.6571,210.7078
0.6714,210.7078
0.6857,210.7078
0.7000,210.7078
0.7143,210.7078
0.7286,210.7078
0.7429,210.7078
0.7571,210.7078
0.7714,213.1561
0.7857,213.1561
0.8000,213.1561
0.8143,213.1561
0.8286,213.1561
0.8429,213.1561
0.8571,215.6329
0.8714,215.6329
0.8857,215.6329
0.9000,215.6329
0.9143,218.1384
0.9286,218.1384
0.9429,218.1384
0.9571,218.1384
0.9714,220.6731
0.9857,220.6731
1.0000,220.6731
1.0143,220.6731
1.0286,220.6731
1.0429,220.6731
1.0571,223.2372
1.0714,223.2372
1.0857,223.2372
1.1000,223.2372
1.1143,223.2372
1.1286,223.2372
1.1429,223.2372
1.1571,223.2372
1.1714,223.2372
1.1857,223.2372
1.2000,223.2372
1.2143,223.2372
1.2286,223.2372
1.2429,223.2372
1.2571,225.8311
1.2714,225.8311
1.2857,225.8311
1.3000,225.8311
1.3143,225.8311
1.3286,225.8311
1.3429,228.4551
1.3571,228.4551
1.3714,228.4551
1.3857,228.4551
1.4000,228.4551
1.4143,228.4551
1.4286,228.4551
1.4429,231.1096
1.4571,231.1096
1.4714,231.1096
1.4857,233.7950
1.5000,233.7950
1.5143,233.7950
1.5286,233.7950
1.5429,233.7950
1.5571,233.7950
1.5714,233.7950
1.5857,233.7950
1.6000,233.7950
1.6143,233.7950
1.6286,233.7950
1.6429,236.5115
1.6571,236.5115
1.6714,236.5115
1.6857,236.5115
1.7000,239.2597
1.7143,239.2597
1.7286,239.2597
1.7429,239.2597
1.7571,239.2597
1.7714,239.2597
1.7857,242.0397
1.8000,242.0397
1.8143,242.0397
1.8286,242.0397
1.8429,242.0397
1.8571,242.0397
1.8714,242.0397
1.8857,242.0397
1.9000,242.0397
1.9143,244.8521
1.9286,244.8521
1.9429,244.8521
1.9571,244.8521
1.9714,244.8521
1.9857,244.8521
2.0000,244.8521
2.0143,244.8521
2.0286,244.8521
2.0429,244.8521
2.0571,244.8521
2.0714,247.6971
2.0857,247.6971
2.1000,247.6971
2.1143,247.6971
2.1286,247.6971
2.1429,247.6971
2.1571,247.6971
2.1714,247.6971
2.1857,247.6971
2.2000,247.6971
2.2143,247.6971
2.2286,247.6971
2.2429,247.6971
2.2571,247.6971
2.2714,247.6971
2.2857,247.6971
2.3000,250.5752
2.3143,250.5752
2.3286,250.5752
2.3429,250.5752
2.3571,250.5752
2.3714,250.5752
2.3857,250.5752
2.4000,250.5752
2.4143,250.5752
2.4286,250.5752
2.4429,250.5752
2.4571,250.5752
2.4714,250.5752
2.4857,250.5752
2.5000,253.4868
2.5143,253.4868
2.5286,253.4868
2.5429,253.4868
2.5571,253.4868
2.5714,253.4868
2.5857,250.5752
2.6000,253.4868
2.6143,253.4868
2.6286,253.4868
2.6429,253.4868
2.6571,253.4868
2.6714,253.4868
2.6857,256.4322
2.7000,256.4322
2.7143,256.4322
2.7286,256.4322
2.7429,256.4322
2.7571,256.4322
2.7714,256.4322
2.7857,256.4322
2.8000,256.4322
2.8143,259.4118
2.8286,259.4118
2.8429,259.4118
2.8571,259.4118
2.8714,259.4118
2.8857,259.4118
2.9000,259.4118
2.9143,259.4118
2.9286,259.4118
2.9429,262.4260
2.9571,262.4260
2.9714,262.4260
2.9857,262.4260
3.0000,262.4260
3.0143,262.4260
3.0286,262.4260
3.0429,262.4260
3.0571,262.4260
3.0714,262.4260
3.0857,262.4260
3.1000,262.4260
3.1143,262.4260
3.1286,262.4260
3.1429,262.4260
3.1571,262.4260
3.1714,265.4752
3.1857,265.4752
3.2000,265.4752
3.2143,265.4752
3.2286,265.4752
3.2429,265.4752
3.2571,265.4752
3.2714,265.4752
3.2857,265.4752
3.3000,265.4752
3.3143,265.4752
3.3286,265.4752
3.3429,265.4752
3.3571,265.4752
3.3714,265.4752
3.3857,268.5599
3.4000,268.5599
3.4143,268.5599
3.4286,268.5599
3.4429,268.5599
3.4571,268.5599
3.4714,268.5599
3.4857,268.5599
3.5000,268.5599
3.5143,268.5599
3.5286,268.5599
3.5429,268.5599
3.5571,268.5599
3.5714,268.5599
3.5857,268.5599
3.6000,268.5599
3.6143,268.5599
3.6286,268.5599
3.6429,268.5599
3.6571,268.5599
3.6714,268.5599
3.6857,268.5599
3.7000,268.5599
3.7143,268.5599
3.7286,268.5599
3.7429,268.5599
3.7571,268.5599
3.7714,268.5599
3.7857,268.5599
3.8000,268.5599
3.8143,268.5599
3.8286,268.5599
3.8429,268.5599
3.8571,268.5599
3.8714,268.5599
3.8857,268.5599
3.9000,268.5599
3.9143,268.5599
3.9286,268.5599
3.9429,268.5599
3.9571,268.5599
3.9714,268.5599
3.9857,268.5599
4.0000,268.5599
4.0143,268.5599
4.0286,268.5599
4.0429,268.5599
4.0571,268.5599
4.0714,268.5599
4.0857,268.5599
4.1000,268.5599
4.1143,268.5599
4.1286,268.5599
4.1429,268.5599
4.1571,268.5599
4.1714,268.5599
4.1857,268.5599
4.2000,268.5599
4.2143,268.5599
4.2286,268.5599
4.2429,265.4752
4.2571,265.4752
4.2714,265.4752
4.2857,265.4752
4.3000,265.4752
4.3143,265.4752
4.3286,265.4752
4.3429,265.4752
