time_sec,frequency_hz
0.0000,262.4260
0.0143,262.4260
0.0286,262.4260
0.0429,262.4260
0.0571,262.4260
0.0714,262.4260
0.0857,262.4260
0.1000,262.4260
0.1143,262.4260
0.1286,262.4260
0.1429,262.4260
0.1571,262.4260
0.1714,262.4260
0.1857,262.4260
0.2000,262.4260
0.2143,262.4260
0.2286,262.4260
0.2429,262.4260
0.2571,262.4260
0.2714,262.4260
0.2857,262.4260
0.3000,262.4260
0.3143,262.4260
0.3286,262.4260
0.3429,262.4260
0.3571,262.4260
0.3714,262.4260
0.3857,262.4260
0.4000,262.4260
0.4143,262.4260
0.4286,262.4260
0.4429,262.4260
0.4571,262.4260
0.4714,262.4260
0.4857,262.4260
0.5000,262.4260
0.5143,262.4260
0.5286,262.4260
0.5429,262.4260
0.5571,262.4260
0.5714,262.4260
0.5857,262.4260
0.6000,262.4260
0.6143,262.4260
0.6286,262.4260
0.6429,262.4260
0.6571,262.4260
0.6714,262.4260
0.6857,262.4260
0.7000,262.4260
0.7143,262.4260
0.7286,259.4118
0.7429,259.4118
0.7571,259.4118
0.7714,259.4118
0.7857,259.4118
0.8000,259.4118
0.8143,259.4118
0.8286,259.4118
0.8429,256.4322
0.8571,256.4322
0.8714,256.4322
0.8857,256.4322
0.9000,256.4322
0.9143,256.4322
0.9286,256.4322
0.9429,256.4322
0.9571,253.4868
0.9714,253.4868
0.9857,253.4868
1.0000,253.4868
1.0143,253.4868
1.0286,253.4868
1.0429,253.4868
1.0571,253.4868
1.0714,253.4868
1.0857,253.4868
1.1000,250.5752
1.1143,250.5752
1.1286,250.5752
1.1429,250.5752
1.1571,250.5752
1.1714,250.5752
1.1857,250.5752
1.2000,247.6971
1.2143,247.6971
1.2286,247.6971
1.2429,247.6971
1.2571,247.6971
1.2714,247.6971
1.2857,247.6971
1.3000,244.8521
1.3143,244.8521
1.3286,244.8521
1.3429,244.8521
1.3571,244.8521
1.3714,242.0397
1.3857,242.0397
1.4000,242.0397
1.4143,242.0397
1.4286,242.0397
1.4429,239.2597
1.4571,239.2597
1.4714,239.2597
1.4857,236.5115
1.5000,236.5115
1.5143,236.5115
1.5286,236.5115
1.5429,236.5115
1.5571,233.7950
1.5714,233.7950
1.5857,233.7950
1.6000,233.7950
1.6143,233.7950
1.6286,231.1096
1.6429,231.1096
1.6571,231.1096
1.6714,228.4551
1.6857,228.4551
1.7000,228.4551
1.7143,228.4551
1.7286,228.4551
1.7429,228.4551
1.7571,225.8311
1.7714,225.8311
1.7857,225.8311
1.8000,223.2372
1.8143,223.2372
1.8286,223.2372
1.8429,223.2372
1.8571,223.2372
1.8714,223.2372
1.8857,223.2372
1.9000,220.6731
1.9143,220.6731
1.9286,220.6731
1.9429,220.6731
1.9571,220.6731
1.9714,220.6731
1.9857,218.1384
2.0000,218.1384
2.0143,218.1384
2.0286,218.1384
2.0429,218.1384
2.0571,215.6329
2.0714,215.6329
2.0857,215.6329
2.1000,215.6329
2.1143,215.6329
2.1286,215.6329
2.1429,215.6329
2.1571,215.6329
2.1714,213.1561
2.1857,213.1561
2.2000,213.1561
2.2143,213.1561
2.2286,213.1561
2.2429,213.1561
2.2571,213.1561
2.2714,210.7078
2.2857,210.7078
2.3000,210.7078
2.3143,210.7078
2.3286,210.7078
2.3429,210.7078
2.3571,210.7078
2.3714,210.7078
2.3857,210.7078
2.4000,208.2876
2.4143,208.2876
2.4286,208.2876
2.4429,208.2876
2.4571,208.2876
2.4714,208.2876
2.4857,208.2876
2.5000,208.2876
2.5143,205.8953
2.5286,205.8953
2.5429,205.8953
2.5571,205.8953
2.5714,205.8953
2.5857,205.8953
2.6000,205.8953
2.6143,205.8953
2.6286,205.8953
2.6429,203.5303
2.6571,203.5303
2.6714,203.5303
2.6857,203.5303
2.7000,203.5303
2.7143,203.5303
2.7286,203.5303
2.7429,201.1926
2.7571,201.1926
2.7714,201.1926
2.7857,201.1926
2.8000,201.1926
2.8143,198.8817
2.8286,198.8817
2.8429,198.8817
2.8571,198.8817
2.8714,198.8817
2.8857,198.8817
2.9000,198.8817
2.9143,198.8817
2.9286,198.8817
2.9429,196.5974
2.9571,196.5974
2.9714,196.5974
2.9857,196.5974
3.0000,196.5974
3.0143,196.5974
3.0286,196.5974
3.0429,196.5974
3.0571,196.5974
3.0714,196.5974
3.0857,196.5974
3.1000,196.5974
3.1143,196.5974
3.1286,196.5974
3.1429,196.5974
3.1571,196.5974
3.1714,196.5974
3.1857,196.5974
3.2000,196.5974
3.2143,196.5974
3.2286,196.5974
3.2429,196.5974
3.2571,196.5974
3.2714,196.5974
3.2857,196.5974
3.3000,196.5974
3.3143,196.5974
3.3286,196.5974
3.3429,196.5974
3.3571,196.5974
3.3714,196.5974
3.3857,196.5974
3.4000,196.5974
3.4143,196.5974
3.4286,196.5974
3.4429,196.5974
3.4571,196.5974
3.4714,196.5974
3.4857,196.5974
3.5000,196.5974
3.5143,196.5974
3.5286,196.5974
3.5429,196.5974
3.5571,196.5974
3.5714,196.5974
3.5857,196.5974
3.6000,196.5974
3.6143,196.5974
3.6286,196.5974
3.6429,196.5974
3.6571,196.5974
3.6714,196.5974
3.6857,196.5974
3.7000,196.5974
3.7143,196.5974
3.7286,196.5974
