time_sec,frequency_hz
0.0000,247.6971
0.0143,247.6971
0.0286,247.6971
0.0429,250.5752
0.0572,250.5752
0.0715,250.5752
0.0858,250.5752
0.1000,250.5752
0.1143,250.5752
0.1286,250.5752
0.1429,250.5752
0.1572,250.5752
0.1715,250.5752
0.1858,250.5752
0.2000,250.5752
0.2143,250.5752
0.2286,250.5752
0.2429,250.5752
0.2572,250.5752
0.2715,250.5752
0.2858,250.5752
0.3000,250.5752
0.3143,250.5752
0.3286,250.5752
0.3429,250.5752
0.3572,250.5752
0.3715,250.5752
0.3858,250.5752
0.4000,250.5752
0.4143,250.5752
0.4286,250.5752
0.4429,250.5752
0.4572,250.5752
0.4715,250.5752
0.4858,250.5752
0.5000,250.5752
0.5143,250.5752
0.5286,250.5752
0.5429,250.5752
0.5572,250.5752
0.5715,250.5752
0.5858,250.5752
0.6000,250.5752
0.6143,250.5752
0.6286,250.5752
0.6429,250.5752
0.6572,250.5752
0.6715,250.5752
0.6858,250.5752
0.7000,250.5752
0.7143,250.5752
0.7286,250.5752
0.7429,250.5752
0.7572,250.5752
0.7715,250.5752
0.7858,250.5752
0.8000,253.4868
0.8143,253.4868
0.8286,253.4868
0.8429,253.4868
0.8572,253.4868
0.8715,256.4322
0.8858,256.4322
0.9000,256.4322
0.9143,256.4322
0.9286,256.4322
0.9429,259.4118
0.9572,259.4118
0.9715,259.4118
0.9858,259.4118
1.0000,262.4260
1.0143,262.4260
1.0286,262.4260
1.0429,265.4752
1.0572,265.4752
1.0715,268.5599
1.0858,268.5599
1.1000,268.5599
1.1143,268.5599
1.1286,271.6804
1.1429,271.6804
1.1572,271.6804
1.1715,271.6804
1.1858,271.6804
1.2000,274.8372
1.2143,274.8372
1.2286,274.8372
1.2429,274.8372
1.2572,278.0306
1.2715,278.0306
1.2858,278.0306
1.3000,278.0306
1.3143,281.2612
1.3286,281.2612
1.3429,281.2612
1.3572,281.2612
1.3715,281.2612
1.3858,284.5293
1.4000,284.5293
1.4143,284.5293
1.4286,284.5293
1.4429,287.8354
1.4572,287.8354
1.4715,287.8354
1.4858,287.8354
1.5000,287.8354
1.5143,291.1799
1.5286,291.1799
1.5429,291.1799
1.5572,294.5632
1.5715,294.5632
1.5858,294.5632
1.6000,297.9859
1.6143,297.9859
1.6286,297.9859
1.6429,297.9859
1.6572,301.4483
1.6715,301.4483
1.6858,304.9510
1.7000,308.4943
1.7143,308.4943
1.7286,312.0788
1.7429,312.0788
1.7572,312.0788
1.7715,315.7050
1.7858,315.7050
1.8000,319.3733
1.8143,319.3733
1.8286,323.0843
1.8429,323.0843
1.8572,323.0843
1.8715,323.0843
1.8858,326.8383
1.9000,330.6360
1.9143,330.6360
1.9286,334.4778
1.9429,334.4778
1.9572,338.3643
1.9715,338.3643
1.9858,342.2959
2.0000,342.2959
2.0143,342.2959
2.0286,346.2732
2.0429,346.2732
2.0572,350.2967
2.0715,350.2967
2.0858,354.3669
2.1000,354.3669
2.1143,354.3669
2.1286,358.4845
2.1429,358.4845
2.1572,358.4845
2.1715,362.6498
2.1858,362.6498
2.2000,366.8636
2.2143,366.8636
2.2286,366.8636
2.2429,371.1264
2.2572,371.1264
2.2715,371.1264
2.2858,375.4387
2.3000,375.4387
2.3143,375.4387
2.3286,379.8011
2.3429,379.8011
2.3572,379.8011
2.3715,379.8011
2.3858,379.8011
2.4000,379.8011
2.4143,384.2141
2.4286,384.2141
2.4429,384.2141
2.4572,384.2141
2.4715,384.2141
2.4858,384.2141
2.5000,384.2141
2.5143,384.2141
2.5286,384.2141
2.5429,384.2141
2.5572,384.2141
2.5715,384.2141
2.5858,384.2141
2.6000,384.2141
2.6143,384.2141
2.6286,384.2141
2.6429,384.2141
2.6572,384.2141
2.6715,384.2141
2.6858,384.2141
2.7000,384.2141
2.7143,384.2141
2.7286,384.2141
2.7429,384.2141
2.7572,384.2141
2.7715,384.2141
2.7858,384.2141
2.8000,384.2141
2.8143,384.2141
2.8286,384.2141
2.8429,384.2141
2.8572,384.2141
2.8715,384.2141
2.8858,388.6785
2.9000,388.6785
2.9143,388.6785
2.9286,388.6785
2.9429,388.6785
2.9572,388.6785
2.9715,388.6785
2.9858,388.6785
3.0000,388.6785
3.0143,388.6785
3.0286,388.6785
3.0429,388.6785
3.0572,388.6785
3.0715,388.6785
3.0858,388.6785
3.1000,388.6785
3.1143,388.6785
3.1286,388.6785
3.1429,388.6785
3.1572,388.6785
3.1715,384.2141
3.1858,384.2141
3.2000,388.6785
3.2143,388.6785
3.2286,388.6785
3.2429,388.6785
3.2572,388.6785
3.2715,388.6785
3.2858,388.6785
