time_sec,frequency_hz
0.0000,393.1947
0.0143,388.6785
0.0286,388.6785
0.0429,388.6785
0.0572,388.6785
0.0715,388.6785
0.0858,388.6785
0.1000,388.6785
0.1143,388.6785
0.1286,388.6785
0.1429,393.1947
0.1572,393.1947
0.1715,393.1947
0.1858,393.1947
0.2000,393.1947
0.2143,393.1947
0.2286,393.1947
0.2429,393.1947
0.2572,393.1947
0.2715,393.1947
0.2858,393.1947
0.3000,393.1947
0.3143,393.1947
0.3286,393.1947
0.3429,393.1947
0.3572,393.1947
0.3715,393.1947
0.3858,393.1947
0.4000,393.1947
0.4143,393.1947
0.4286,393.1947
0.4429,393.1947
0.4572,393.1947
0.4715,393.1947
0.4858,393.1947
0.5000,388.6785
0.5143,388.6785
0.5286,388.6785
0.5429,388.6785
0.5572,388.6785
0.5715,388.6785
0.5858,388.6785
0.6000,388.6785
0.6143,388.6785
0.6286,388.6785
0.6429,388.6785
0.6572,388.6785
0.6715,388.6785
0.6858,388.6785
0.7000,388.6785
0.7143,388.6785
0.7286,388.6785
0.7429,388.6785
0.7572,384.2141
0.7715,384.2141
0.7858,384.2141
0.8000,384.2141
0.8143,384.2141
0.8286,384.2141
0.8429,379.8011
0.8572,379.8011
0.8715,379.8011
0.8858,379.8011
0.9000,379.8011
0.9143,379.8011
0.9286,375.4387
0.9429,371.1264
0.9572,371.1264
0.9715,366.8636
0.9858,366.8636
1.0000,366.8636
1.0143,362.6498
1.0286,362.6498
1.0429,362.6498
1.0572,358.4845
1.0715,358.4845
1.0858,354.3669
1.1000,354.3669
1.1143,354.3669
1.1286,354.3669
1.1429,350.2967
1.1572,350.2967
1.1715,350.2967
1.1858,350.2967
1.2000,346.2732
1.2143,346.2732
1.2286,346.2732
1.2429,346.2732
1.2572,342.2959
1.2715,342.2959
1.2858,342.2959
1.3000,342.2959
1.3143,342.2959
1.3286,342.2959
1.3429,342.2959
1.3572,338.3643
1.3715,338.3643
1.3858,338.3643
1.4000,338.3643
1.4143,338.3643
1.4286,338.3643
1.4429,334.4778
1.4572,334.4778
1.4715,334.4778
1.4858,334.4778
1.5000,334.4778
1.5143,334.4778
1.5286,334.4778
1.5429,330.6360
1.5572,330.6360
1.5715,330.6360
1.5858,330.6360
1.6000,330.6360
1.6143,330.6360
1.6286,330.6360
1.6429,326.8383
1.6572,326.8383
1.6715,326.8383
1.6858,323.0843
1.7000,323.0843
1.7143,323.0843
1.7286,323.0843
1.7429,319.3733
1.7572,319.3733
1.7715,319.3733
1.7858,319.3733
1.8000,319.3733
1.8143,319.3733
1.8286,319.3733
1.8429,315.7050
1.8572,315.7050
1.8715,315.7050
1.8858,315.7050
1.9000,315.7050
1.9143,312.0788
1.9286,312.0788
1.9429,312.0788
1.9572,308.4943
1.9715,308.4943
1.9858,308.4943
2.0000,308.4943
2.0143,304.9510
2.0286,304.9510
2.0429,304.9510
2.0572,304.9510
2.0715,304.9510
2.0858,301.4483
2.1000,301.4483
2.1143,301.4483
2.1286,301.4483
2.1429,301.4483
2.1572,297.9859
2.1715,297.9859
2.1858,297.9859
2.2000,294.5632
2.2143,294.5632
2.2286,294.5632
2.2429,294.5632
2.2572,294.5632
2.2715,291.1799
2.2858,291.1799
2.3000,291.1799
2.3143,291.1799
2.3286,287.8354
2.3429,287.8354
2.3572,287.8354
2.3715,287.8354
2.3858,287.8354
2.4000,287.8354
2.4143,284.5293
2.4286,284.5293
2.4429,284.5293
2.4572,284.5293
2.4715,284.5293
2.4858,281.2612
2.5000,281.2612
2.5143,281.2612
2.5286,281.2612
2.5429,278.0306
2.5572,278.0306
2.5715,278.0306
2.5858,278.0306
2.6000,278.0306
2.6143,274.8372
2.6286,274.8372
2.6429,274.8372
2.6572,274.8372
2.6715,274.8372
2.6858,274.8372
2.7000,274.8372
2.7143,278.0306
2.7286,278.0306
2.7429,278.0306
2.7572,278.0306
2.7715,278.0306
2.7858,278.0306
2.8000,278.0306
2.8143,278.0306
2.8286,274.8372
2.8429,274.8372
2.8572,274.8372
2.8715,274.8372
2.8858,274.8372
2.9000,274.8372
2.9143,274.8372
2.9286,274.8372
2.9429,274.8372
2.9572,274.8372
2.9715,274.8372
2.9858,274.8372
3.0000,274.8372
3.0143,274.8372
3.0286,274.8372
3.0429,274.8372
3.0572,274.8372
3.0715,274.8372
3.0858,274.8372
3.1000,274.8372
3.1143,274.8372
3.1286,274.8372
3.1429,274.8372
