time_sec,frequency_hz
0.0000,278.0306
0.0143,278.0306
0.0286,278.0306
0.0429,278.0306
0.0572,278.0306
0.0715,278.0306
0.0858,281.2612
0.1000,281.2612
0.1143,281.2612
0.1286,281.2612
0.1429,281.2612
0.1572,281.2612
0.1715,281.2612
0.1858,281.2612
0.2000,281.2612
0.2143,278.0306
0.2286,278.0306
0.2429,278.0306
0.2572,278.0306
0.2715,278.0306
0.2858,278.0306
0.3000,278.0306
0.3143,278.0306
0.3286,278.0306
0.3429,278.0306
0.3572,278.0306
0.3715,278.0306
0.3858,278.0306
0.4000,278.0306
0.4143,281.2612
0.4286,281.2612
0.4429,281.2612
0.4572,281.2612
0.4715,278.0306
0.4858,281.2612
0.5000,278.0306
0.5143,278.0306
0.5286,278.0306
0.5429,278.0306
0.5572,278.0306
0.5715,278.0306
0.5858,278.0306
0.6000,278.0306
0.6143,278.0306
0.6286,278.0306
0.6429,278.0306
0.6572,278.0306
0.6715,278.0306
0.6858,278.0306
0.7000,278.0306
0.7143,278.0306
0.7286,278.0306
0.7429,278.0306
0.7572,278.0306
0.7715,278.0306
0.7858,278.0306
0.8000,278.0306
0.8143,278.0306
0.8286,278.0306
0.8429,278.0306
0.8572,278.0306
0.8715,278.0306
0.8858,278.0306
0.9000,278.0306
0.9143,278.0306
0.9286,278.0306
0.9429,278.0306
0.9572,278.0306
0.9715,278.0306
0.9858,278.0306
1.0000,274.8372
1.0143,274.8372
1.0286,274.8372
1.0429,274.8372
1.0572,274.8372
1.0715,274.8372
1.0858,274.8372
1.1000,274.8372
1.1143,274.8372
1.1286,274.8372
1.1429,271.6804
1.1572,271.6804
1.1715,271.6804
1.1858,271.6804
1.2000,271.6804
1.2143,268.5599
1.2286,268.5599
1.2429,268.5599
1.2572,268.5599
1.2715,265.4752
1.2858,265.4752
1.3000,265.4752
1.3143,265.4752
1.3286,265.4752
1.3429,265.4752
1.3572,262.4260
1.3715,262.4260
1.3858,262.4260
1.4000,262.4260
1.4143,262.4260
1.4286,259.4118
1.4429,259.4118
1.4572,259.4118
1.4715,259.4118
1.4858,259.4118
1.5000,259.4118
1.5143,256.4322
1.5286,256.4322
1.5429,256.4322
1.5572,256.4322
1.5715,256.4322
1.5858,256.4322
1.6000,256.4322
1.6143,256.4322
1.6286,256.4322
1.6429,253.4868
1.6572,253.4868
1.6715,253.4868
1.6858,253.4868
1.7000,253.4868
1.7143,253.4868
1.7286,253.4868
1.7429,253.4868
1.7572,250.5752
1.7715,250.5752
1.7858,250.5752
1.8000,250.5752
1.8143,250.5752
1.8286,250.5752
1.8429,247.6971
1.8572,247.6971
1.8715,247.6971
1.8858,495.3943
1.9000,489.7042
1.9143,489.7042
1.9286,489.7042
1.9429,489.7042
1.9572,489.7042
1.9715,489.7042
1.9858,484.0795
2.0000,484.0795
2.0143,484.0795
2.0286,484.0795
2.0429,478.5193
2.0572,478.5193
2.0715,478.5193
2.0858,478.5193
2.1000,478.5193
2.1143,478.5193
2.1286,473.0231
2.1429,473.0231
2.1572,473.0231
2.1715,473.0231
2.1858,473.0231
2.2000,473.0231
2.2143,473.0231
2.2286,473.0231
2.2429,233.7950
2.2572,233.7950
2.2715,233.7950
2.2858,231.1096
2.3000,231.1096
2.3143,231.1096
2.3286,231.1096
2.3429,231.1096
2.3572,228.4551
2.3715,228.4551
2.3858,228.4551
2.4000,228.4551
2.4143,228.4551
2.4286,225.8311
2.4429,225.8311
2.4572,225.8311
2.4715,225.8311
2.4858,225.8311
2.5000,225.8311
2.5143,223.2372
2.5286,223.2372
2.5429,223.2372
2.5572,223.2372
2.5715,223.2372
2.5858,223.2372
2.6000,223.2372
2.6143,223.2372
2.6286,223.2372
2.6429,223.2372
2.6572,223.2372
2.6715,223.2372
2.6858,223.2372
2.7000,220.6731
2.7143,220.6731
2.7286,220.6731
2.7429,220.6731
2.7572,220.6731
2.7715,220.6731
2.7858,220.6731
2.8000,220.6731
2.8143,220.6731
2.8286,220.6731
2.8429,220.6731
2.8572,220.6731
2.8715,220.6731
2.8858,220.6731
2.9000,218.1384
2.9143,218.1384
2.9286,218.1384
2.9429,218.1384
2.9572,218.1384
2.9715,218.1384
2.9858,215.6329
3.0000,215.6329
3.0143,215.6329
3.0286,215.6329
3.0429,215.6329
3.0572,213.1561
3.0715,213.1561
3.0858,213.1561
3.1000,213.1561
3.1143,213.1561
3.1286,213.1561
3.1429,213.1561
3.1572,213.1561
3.1715,210.7078
3.1858,210.7078
3.2000,210.7078
3.2143,210.7078
3.2286,210.7078
3.2429,210.7078
3.2572,210.7078
3.2715,210.7078
3.2858,208.2876
3.3000,208.2876
3.3143,208.2876
3.3286,208.2876
3.3429,208.2876
3.3572,208.2876
3.3715,208.2876
3.3858,208.2876
3.4000,208.2876
3.4143,208.2876
3.4286,208.2876
3.4429,208.2876
3.4572,208.2876
3.4715,205.8953
3.4858,205.8953
3.5000,205.8953
3.5143,205.8953
3.5286,205.8953
3.5429,205.8953
3.5572,205.8953
3.5715,205.8953
3.5858,205.8953
3.6000,205.8953
3.6143,205.8953
3.6286,205.8953
3.6429,205.8953
3.6572,205.8953
3.6715,205.8953
3.6858,205.8953
3.7000,205.8953
3.7143,205.8953
3.7286,205.8953
3.7429,205.8953
3.7572,205.8953
3.7715,205.8953
3.7858,205.8953
3.8000,205.8953
3.8143,205.8953
3.8286,205.8953
3.8429,205.8953
